% Model:              heat_case1.mph
% Version:            COMSOL 6.0.0.354
% Date:               May 11 2023, 12:09
% Dimension:          2
% Nodes:              983
% Expressions:        51
% Description:        因变量 u
% Length unit:        m
% X                       Y                        u (1) @ t=0              u (1) @ t=0.1            u (1) @ t=0.2            u (1) @ t=0.3            u (1) @ t=0.4            u (1) @ t=0.5            u (1) @ t=0.6            u (1) @ t=0.7            u (1) @ t=0.8            u (1) @ t=0.9            u (1) @ t=1              u (1) @ t=1.1            u (1) @ t=1.2            u (1) @ t=1.3            u (1) @ t=1.4            u (1) @ t=1.5            u (1) @ t=1.6            u (1) @ t=1.7            u (1) @ t=1.8            u (1) @ t=1.9            u (1) @ t=2              u (1) @ t=2.1            u (1) @ t=2.2            u (1) @ t=2.3            u (1) @ t=2.4            u (1) @ t=2.5            u (1) @ t=2.6            u (1) @ t=2.7            u (1) @ t=2.8            u (1) @ t=2.9            u (1) @ t=3              u (1) @ t=3.1            u (1) @ t=3.2            u (1) @ t=3.3            u (1) @ t=3.4            u (1) @ t=3.5            u (1) @ t=3.6            u (1) @ t=3.7            u (1) @ t=3.8            u (1) @ t=3.9            u (1) @ t=4              u (1) @ t=4.1            u (1) @ t=4.2            u (1) @ t=4.3            u (1) @ t=4.4            u (1) @ t=4.5            u (1) @ t=4.6            u (1) @ t=4.7            u (1) @ t=4.8            u (1) @ t=4.9            u (1) @ t=5
0                         0.2222222222222221       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.029704769709757356      0.20339339539960063      0                        -0.00238520877308783     -0.004574930280333561    -0.006287222075618447    -0.007382640057550376    -0.00775704292851095     -0.007370991712594596    -0.006260067761476346    -0.004538829030486539    -0.002374857891672154    2.4041754896519002E-5    0.002417674229711259     0.004575759868890736     0.00628647368209224      0.007382898889467177     0.007755865476927707     0.007369295347312771     0.006262067419118414     0.004542305903502321     0.002377895079405811     -1.933586923203625E-5    -0.0024154197760813223   -0.004574249598630089    -0.006286817466831536    -0.007385525806520329    -0.007759358686465437    -0.007367963857230119    -0.006238871383997328    -0.004502143334271395    -0.002343444364211871    3.83106083048588E-5      0.0024195085304902237    0.004575764178936293     0.006296217067604357     0.007389444531066135     0.007754325365674836     0.007350234077698179     0.006229023843444059     0.004508709142744014     0.002356095121351903     -3.703150592749715E-5    -0.0024218204899648025   -0.004573793474631468    -0.0062856265111178545   -0.007385556225046192    -0.007757121206955499    -0.007369531392214823    -0.006261957552315982    -0.004538921887753696    -0.002374658638057321    2.5168559493641524E-5
0.2592592592592582        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.2409104737602588        0.030018913483016375     0                        0.03471769716295827      0.06664387461797024      0.09211551565039065      0.10854647776797717      0.11438885372465628      0.10902095285067741      0.09293416480399991      0.06778557597153952      0.03600427902143754      6.547062207114601E-4     -0.034696309234170504    -0.06668336844901485     -0.09212973494775566     -0.10857765169358292     -0.11440269596927599     -0.10901568359242388     -0.09295985192321038     -0.06782444805046252     -0.03607161118672639     -7.420845624444439E-4    0.034681438539196585     0.06663232881178195      0.09210994110436745      0.1086207280736307       0.11444435195261084      0.10898335027820594      0.09262721908201366      0.06726462138982459      0.035594411896435        5.111230374014427E-4     -0.03470730567113255     -0.06668095780716503     -0.09227195546268523     -0.10866338666100482     -0.11437647839445751     -0.10875149256194638     -0.0925128199898307      -0.0673707231173533      -0.03577193628017058     -5.078923182416938E-4    0.03474206242486134      0.06664229065875489      0.09211739347818203      0.10863359068774463      0.11440298064378988      0.10902385006492343      0.09296555438174069      0.067769613775908        0.03600919943690107      6.66287316561254E-4
0.2962962962962953        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.27788027863044484       0.02998414753368737      0                        0.038768789301967255     0.0744239221031029       0.10287078359600509      0.12122148073663692      0.12774714952540397      0.12175341401215632      0.10378892820963932      0.07570418371049148      0.040211937897372034     7.344294961368606E-4     -0.03874507132120331     -0.07446800474201704     -0.1028867232991104      -0.12125633864139353     -0.1277626127047404      -0.1217475082805168      -0.10381758957980396     -0.07574754974621484     -0.04028698006190965     -8.318903390060933E-4    0.03872840603842551      0.0744110246391572       0.10286465576792368      0.12130443456077489      0.12780917483456536      0.12171149364847093      0.10344624322020403      0.07512249396606162      0.03975420907120025      5.739903523086071E-4     -0.038757365690009184    -0.07446530799962457     -0.10304554438831674     -0.12135214320720626     -0.12773340714945583     -0.12145256670929432     -0.10331846975382497     -0.07524096962778805     -0.039952454436272426    -5.704314470662439E-4    0.0387961709713685       0.07442217650363682      0.10287296532932828      0.12131877291593296      0.12776296917272548      0.12175661701352379      0.1038239517474409       0.0756863679097101       0.040217394841949076     7.472773658373064E-4
0                         0.2592592592592591       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.029751855879739064      0.24049006381550944      0                        -0.008473395812781283    -0.016228288030446302    -0.022367039097159144    -0.02631038529464413     -0.027685985788204335    -0.026347921483938896    -0.022419227183652066    -0.016304889679942734    -0.008596858750478905    -3.723465878615761E-5    0.008512278077356135     0.016235366087715215     0.02236775473739908      0.026315038124408763     0.027686342587750046     0.02634497509965594      0.02242605769440789      0.01631579439997069      0.008611995685153752     5.7483219093692074E-5    -0.008507434253047926    -0.01622561046981685     -0.0223651501220445      -0.026325112682772305    -0.02769705830973496     -0.02633762818943736     -0.022343594925314875    -0.016176055506436054    -0.00849251921644663     3.1308233068656543E-6    0.008516263043826995     0.016235087996223082     0.022402446389969775     0.02633637548376243      0.027679731035206514     0.026278545267629207     0.022313061413396534     0.016201077808898543     0.00853652214602413      -2.2238829507395637E-6   -0.008524745542760727    -0.01622619157779229     -0.022364547923418188    -0.026327260391384836    -0.027687902007346065    -0.026346537400671475    -0.022426797104729005    -0.01630274663879767     -0.008597673106541132    -3.8032965174736274E-5
0                         0.29629629629629606      0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.029841442941625194      0.27763706527788745      0                        -0.012466603938457109    -0.023822772713232382    -0.03282039779500148     -0.03859578656106033     -0.040604614851538386    -0.03863352731882464     -0.032864063450397656    -0.02389114559948835     -0.012582339713304856    -2.6717673941073296E-5   0.012510262124272422     0.023833740052549016     0.03282127270839214      0.038602524060156455     0.04060555853727433      0.0386298489236338       0.03287445152675301      0.02390750241914008      0.012606570381691091     5.806706137252381E-5     -0.012504284600341338    -0.023818770288134127    -0.03281676822437626     -0.03861747096849024     -0.04062060988031696     -0.03861764401327191     -0.03275185218546851     -0.02370106965428928     -0.01243000597905288     3.0232208536121674E-5    0.012515526919052262     0.023833411110397634     0.032872350240358506     0.03863291151056673      0.04059479209414563      0.038531181599240884     0.0327076762737545       0.023738280110375456     0.012494702688951219     -2.9926757055141206E-5   -0.012528201372361358    -0.023819458481549483    -0.03281622383593369     -0.03862116854095854     -0.040607157759695804    -0.038632267416136075    -0.03287573619182679     -0.0238878562040554      -0.012584275784505798    -2.945801793739122E-5
0.33333333333333237       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.3148353831587001        0.029973276450864405     0                        0.04235623113803234      0.08131531058560419      0.1123983281693713       0.13245022266455886      0.13958172314770975      0.1330340210608475       0.11340644569275192      0.08272078195243614      0.043941096521250694     8.065929389758326E-4     -0.0423305718217398      -0.0813634466353136      -0.11241581910936739     -0.13248836351295726     -0.13959862217890665     -0.13302753986852586     -0.11343772977367207     -0.08276810607466999     -0.0440228884150732      -9.129240020848041E-4    0.042312286744789374     0.08130121544867529      0.11239175951953582      0.13254090020313003      0.1396495523459341       0.13298831187942192      0.11303215003658028      0.082085332691629        0.043440962045591724     6.311728202299942E-4     -0.042344023555467285    -0.08136049482347707     -0.1125893434316561      -0.13259311794401377     -0.13956680599105978     -0.1327054038509413      -0.11289251810884192     -0.08221476305277838     -0.043657561139168195    -6.273482175420047E-4    0.04238641067794923      0.0813134335185874       0.11240081824980212      0.1325565325482945       0.1395990629435888       0.13303747682138775      0.11344467340722338      0.08270133195198422      0.04394701016900899      8.20518766406002E-4
0.37037037037036946       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
