% Model:              burgers1d.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 28 2023, 18:42
% Dimension:          1
% Nodes:              101
% Expressions:        11
% Description:        因变量 u
% X                       u (1) @ t=0              u (1) @ t=0.1            u (1) @ t=0.2            u (1) @ t=0.3            u (1) @ t=0.4            u (1) @ t=0.5            u (1) @ t=0.6            u (1) @ t=0.7            u (1) @ t=0.8            u (1) @ t=0.9            u (1) @ t=1
-0.4800000000000024       0.9980270595717226       0.9694026644198463       0.8847933562038124       0.7843499238773226       0.6920256979233844       0.6149248389261311       0.552347370614251        0.5027332322892917       0.46184015031598674      0.4266841031979968       0.39617039148615424
-0.4600000000000026       0.992115420494292        0.9815399466702209       0.9069396148064958       0.809441057967017        0.7163340968030858       0.6373951735809473       0.5729070553205661       0.521618144314933        0.47928496657921216      0.44286566339234         0.4112395650551641
-0.4400000000000026       0.9822883458662808       0.9903301859218837       0.9271480332183023       0.8336500841308393       0.7402574436669149       0.6596823850156718       0.5933666862546164       0.5404392734653394       0.49668583907128233      0.4590162368464191       0.42628647078584037
-0.42000000000000265      0.9685846142236012       0.9955661652414638       0.9452155972189998       0.8568666329508776       0.7637499601045373       0.68176766807499         0.6137173459987534       0.5591913765519986       0.5140393797589343       0.47513357741608564      0.44130958819562366
-0.4000000000000028       0.9510583037120319       0.9970354286412637       0.9609181615349524       0.8789643567660878       0.7867593379165486       0.7036299392768303       0.6339492265557295       0.577868735359585        0.5313419195816537       0.4912152691035306       0.456307292581089
-0.38000000000000295      0.9297785787320713       0.9945213723172827       0.9740079149898205       0.8997979460678501       0.8092255031175682       0.7252454690271418       0.6540515148056621       0.5964650994729471       0.5485894768163253       0.5072587082109741       0.4712778448311183
-0.360000000000003        0.9048294170407888       0.9878046763377671       0.984210447078345        0.9191994401797339       0.8310790713310954       0.7465874344846021       0.6740122600895162       0.6149736207278217       0.5657777211607432       0.5232610832802876       0.4862193800939025
-0.340000000000003        0.8763092783866894       0.9766651517104217       0.9912213301495203       0.9369736434261767       0.8522393991953121       0.7676253705117346       0.6938182205401141       0.6333867777136203       0.5829019327854972       0.5392193524604455       0.5011298951300024
-0.32000000000000317      0.8443307159844513       0.960884096850863        0.9947021074799844       0.9528924068491011       0.8726121020490095       0.7883244882898551       0.713454684168629        0.6516962884124695       0.5999569554474015       0.5551302178752203       0.5160072341545632
-0.3000000000000033       0.8090199323620675       0.9402472828495776       0.9942755442102702       0.9666874720878981       0.8920858594380904       0.8086448199991966       0.7329052600924503       0.6698930086344264       0.6169371425656037       0.5709900964792074       0.5308490729373865
-0.28000000000000336      0.7705162813325842       0.9145487204191745       0.989519949548483        0.978041497650019        0.9105282598962544       0.8285401317372479       0.7521516347806366       0.6879668133875338       0.6338362949258064       0.5867950867879691       0.54565290088932
-0.2600000000000034       0.7289717180553595       0.8835954045928087       0.9799623043166565       0.9865768009394623       0.9277803341745895       0.8479565226835922       0.7711732880517864       0.7059064576845796       0.6506475883894021       0.6025409307442583       0.5604160008169166
-0.24000000000000354      0.6845501993567786       0.84721328652672         0.9650698091564464       0.9918412616826746       0.9436492745650643       0.8668305914112409       0.7899471642813287       0.7236994125144031       0.6673634896324299       0.6182229698328934       0.5751354259747025
-0.2200000000000037       0.6374270366767896       0.8052547824397419       0.94423927331912         0.9932907674469535       0.95789861001597         0.8850869909937392       0.8084472967184396       0.7413316707552243       0.6839756575112204       0.6338360943768044       0.5898079739870193
-0.20000000000000373      0.5877882041947475       0.7576081887570139       0.9167834398782228       0.9902675865555524       0.9702347592872554       0.9026350947757796       0.8266443880423546       0.7587875165329009       0.7004748271126308       0.6493746847209066       0.6044301571524676
-0.18000000000000377      0.5358296048650709       0.7042094093880338       0.8819128175574427       0.9819742014660423       0.9802883536206711       0.919364312084765        0.8445053570160453       0.7760492490339262       0.7168506726453326       0.6648325426173686       0.6189981685648919
-0.16000000000000392      0.4817562972594809       0.6450563766220073       0.8387107974521806       0.9674424975883116       0.9875879436744391       0.935137207460967        0.8619928465203974       0.7930968414046069       0.7330916416874609       0.6802028093419519       0.6335078429109597
-0.14000000000000407      0.42578168626740864      0.580226395580443        0.7860988549965116       0.9454985468044247       0.9915228100006331       0.9497785604715528       0.8790644848126115       0.8099074431505033       0.7491847238493815       0.6954778514015537       0.6479546031487622
-0.1200000000000041       0.3681266808489405       0.5098962662344309       0.722788149073971        0.9147180659299907       0.991291422189344        0.9630552669793953       0.8956703114459321       0.8264540577938323       0.7651148404361018       0.7106489380863927       0.6623332915786299
-0.10000000000000414      0.3090188221648207       0.4343643165671192       0.6472161173707401       0.8732793537395431       0.9858241584958174       0.974632834222956        0.9117396039294952       0.8426981083481249       0.7808609495884262       0.725703952679029        0.6766367390599316
-0.08000000000000429      0.24869138552506262      0.3540723206346414       0.5574738732153339       0.8179498462339821       0.9734799465875609       0.9839639569665232       0.9271092231228691       0.8585340743697287       0.7963622026906263       0.7406054963548336       0.6908404953921252
-0.06000000000000444      0.18738245970116804      0.2696238092224763       0.45119431421006956      0.7421893616018667       0.9508843934079988       0.9895900823917563       0.9408928200320928       0.8733401149681933       0.8112137153105007       0.7550741809507511       0.7047372112816737
-0.040000000000004476     0.12533400723637886      0.18179498089245605      0.32500754967671003      0.6375096734480327       0.9121628698956221       0.98409537624574         0.9466438484595964       0.8824642550407995       0.8219826328523588       0.7664578126858493       0.7161481708850845
-0.020000000000004514     0.06279090946347114      0.09154049266193277      0.17395641903206652      0.43884605969432827      0.8152606672585748       0.9333390727328397       0.9063578400927522       0.8506388788540193       0.7983976559192023       0.748503219964992        0.7012461288791818
-4.6629367034256575E-15   1.4649140690358677E-14   2.140534865965788E-14    4.1698374228969804E-14   1.3084028283712883E-13   4.609637965171457E-13    6.889868649345103E-13    6.906731887338777E-13    6.118189224059674E-13    5.334611298767442E-13    4.643659824843073E-13    4.0500511040554553E-13
0.019999999999995133      -0.06279090946344176     -0.09154049266189003     -0.1739564190319896      -0.43884605969419616     -0.8152606672585445      -0.9333390727328772      -0.9063578400927894      -0.8506388788540592      -0.7983976559192364      -0.7485032199650162      -0.7012461288791949
0.03999999999999493       -0.1253340072363491      -0.18179498089241364     -0.3250075496766446      -0.6375096734479699      -0.9121628698956039      -0.9840953762457423      -0.9466438484596075      -0.8824642550408106      -0.8219826328523689      -0.7664578126858581      -0.7161481708850919
0.059999999999994724      -0.18738245970113807     -0.2696238092224348      -0.45119431421001377     -0.7421893616018247      -0.9508843934079859      -0.9895900823917589      -0.9408928200321006      -0.8733401149682014      -0.8112137153105086      -0.7550741809507585      -0.7047372112816808
0.07999999999999452       -0.24869138552503298     -0.3540723206346014      -0.5574738732152865      -0.8179498462339511      -0.9734799465875531      -0.9839639569665275      -0.9271092231228768      -0.8585340743697365      -0.796362202690634       -0.740605496354841       -0.6908404953921322
0.09999999999999432       -0.30901882216479126     -0.43436431656708097     -0.6472161173707003      -0.8732793537395201      -0.9858241584958134      -0.9746328342229613      -0.9117396039295029      -0.8426981083481327      -0.780860949588434       -0.7257039526790364      -0.6766367390599388
0.11999999999999411       -0.3681266808489112      -0.5098962662343944      -0.722788149073937       -0.914718065929973       -0.9912914221893425      -0.9630552669794017      -0.8956703114459403      -0.8264540577938406      -0.7651148404361098      -0.7106489380864005      -0.6623332915786373
0.1399999999999939        -0.42578168626737956     -0.5802263955804091      -0.7860988549964828      -0.9454985468044117      -0.9915228100006339      -0.94977856047156        -0.87906448481262        -0.809907443150512       -0.7491847238493898      -0.6954778514015616      -0.6479546031487698
0.1599999999999937        -0.48175629725945285     -0.6450563766219762      -0.8387107974521567      -0.9674424975883026      -0.9875879436744417      -0.935137207460975       -0.8619928465204063      -0.7930968414046159      -0.7330916416874693      -0.6802028093419598      -0.6335078429109674
0.1799999999999935        -0.5358296048650438      -0.7042094093880052      -0.8819128175574232      -0.9819742014660365      -0.9802883536206756      -0.9193643120847735      -0.8445053570160546      -0.7760492490339351      -0.7168506726453412      -0.6648325426173767      -0.6189981685648995
0.1999999999999933        -0.587788204194721       -0.7576081887569879      -0.916783439878207       -0.9902675865555494      -0.9702347592872613      -0.9026350947757886      -0.8266443880423641      -0.7587875165329101      -0.7004748271126394      -0.6493746847209149      -0.6044301571524755
0.2199999999999931        -0.6374270366767639      -0.8052547824397189      -0.9442392733191076      -0.993290767446953       -0.9578986100159772      -0.8850869909937489      -0.8084472967184493      -0.7413316707552338      -0.6839756575112292      -0.6338360943768129      -0.5898079739870273
0.23999999999999289       -0.684550199356754       -0.8472132865266999      -0.9650698091564371      -0.9918412616826763      -0.9436492745650723      -0.8668305914112509      -0.7899471642813388      -0.7236994125144128      -0.6673634896324391      -0.6182229698329019      -0.5751354259747105
0.2599999999999927        -0.7289717180553366      -0.8835954045927914      -0.97996230431665        -0.986576800939466       -0.9277803341745986      -0.8479565226836028      -0.7711732880517966      -0.7059064576845894      -0.6506475883894113      -0.602540930744267       -0.5604160008169246
0.2799999999999925        -0.7705162813325622      -0.9145487204191596      -0.9895199495484788      -0.9780414976500241      -0.9105282598962643      -0.8285401317372588      -0.7521516347806472      -0.6879668133875438      -0.6338362949258158      -0.586795086787978       -0.5456529008893282
0.2999999999999923        -0.8090199323620471      -0.9402472828495649      -0.9942755442102682      -0.9666874720879051      -0.8920858594381013      -0.808644819999208       -0.732905260092461       -0.6698930086344367      -0.6169371425656134      -0.5709900964792164      -0.5308490729373948
0.31999999999999207       -0.8443307159844325      -0.9608840968508526      -0.9947021074799849      -0.9528924068491097      -0.8726121020490207      -0.7883244882898667      -0.7134546841686401      -0.65169628841248        -0.5999569554474112      -0.5551302178752294      -0.5160072341545715
0.33999999999999186       -0.8763092783866725      -0.9766651517104137      -0.9912213301495231      -0.9369736434261866      -0.8522393991953239      -0.7676253705117465      -0.6938182205401253      -0.6333867777136308      -0.582901932785507       -0.5392193524604546      -0.5011298951300108
0.35999999999999166       -0.9048294170407737      -0.9878046763377616      -0.9842104470783499      -0.9191994401797446      -0.8310790713311079      -0.7465874344846144      -0.6740122600895277      -0.6149736207278325      -0.5657777211607532      -0.5232610832802969      -0.48621938009391114
0.37999999999999146       -0.9297785787320584      -0.9945213723172797      -0.9740079149898276      -0.8997979460678619      -0.8092255031175811      -0.7252454690271544      -0.654051514805674       -0.596465099472958       -0.5485894768163354      -0.5072587082109835      -0.471277844831127
0.39999999999999125       -0.9510583037120206      -0.9970354286412634      -0.960918161534961       -0.8789643567661001      -0.7867593379165618      -0.7036299392768431      -0.6339492265557415      -0.577868735359596       -0.5313419195816638      -0.4912152691035401      -0.45630729258109765
0.41999999999999105       -0.9685846142235922      -0.9955661652414659      -0.9452155972190098      -0.8568666329508908      -0.7637499601045511      -0.6817676680750033      -0.6137173459987652      -0.5591913765520097      -0.5140393797589446      -0.4751335774160952      -0.4413095881956325
0.43999999999999084       -0.9822883458662738      -0.990330185921888       -0.9271480332183137      -0.8336500841308535      -0.7402574436669291      -0.6596823850156852      -0.5933666862546284      -0.5404392734653507      -0.49668583907129277     -0.4590162368464288      -0.42628647078584925
0.45999999999999064       -0.992115420494287       -0.9815399466702274      -0.9069396148065085      -0.8094410579670321      -0.7163340968031007      -0.637395173580961       -0.5729070553205784      -0.5216181443149446      -0.47928496657922265     -0.44286566339234973     -0.41123956505517323
0.47999999999999043       -0.9980270595717204      -0.9694026644198548      -0.8847933562038265      -0.7843499238773382      -0.6920256979233994      -0.614924838926145       -0.5523473706142636      -0.5027332322893033      -0.4618401503159974      -0.42668410319800665     -0.3961703914861633
0.49999999999999023       -0.9999999371436991      -0.9541195057797599      -0.8608933448628047      -0.758473499129231       -0.6673724938866067      -0.5922882132540496      -0.5316957584691847      -0.4837893556396505      -0.4443545252648995      -0.4104736484869512      -0.38108037552433727
0.51999999999999          -0.9980262718209849      -0.9358850063383052      -0.8354066696000629      -0.7318970336630524      -0.6424100135917258      -0.5695004116316048      -0.5109596409311731      -0.46479095175267654     -0.426830998197481       -0.39423625183548305     -0.3659708558814625
0.5399999999999898        -0.9921138574161161      -0.9148866798297852      -0.8084851164191492      -0.7046958448120716      -0.617169737070771       -0.5465750480956362      -0.4901458118026153      -0.4457421160897084      -0.409272269806773       -0.37797373900069436     -0.3508430920633551
0.5599999999999896        -0.9822860321113439      -0.891304783399499       -0.7802666675948196      -0.6769366734365427      -0.5916796506509008      -0.5235244196573066      -0.46926050354738963     -0.4266466367261788      -0.39168085449967        -0.3616878204852147      -0.33569827121256607
0.5799999999999894        -0.9685815862812005      -0.8653122108688859      -0.7508768330834835      -0.6486788175965038      -0.5659647116134123      -0.500359664133453       -0.4483094463944888      -0.40750802510356193     -0.37405909815536237     -0.3453801019937396      -0.3205375143439851
0.5999999999999892        -0.9510546093346283      -0.8370744905928992      -0.7204298382007063      -0.6199750878278026      -0.5400472404102877      -0.4770908964586484      -0.4272979207526951      -0.3883295435064668      -0.356409194109439       -0.3290520939140143      -0.305361882040975
0.619999999999989         -0.9297742761822034      -0.8067498684230759      -0.689029687462861       -0.5908726186354598      -0.5139472544371708      -0.4537273271584615      -0.4062308038639906      -0.3691142296961087      -0.3387331975842535      -0.312705219936257       -0.2901723796708561
0.6399999999999888        -0.904824574172238       -0.7744894595840485      -0.6567711212854089      -0.5614135634144234      -0.48768275426942054     -0.4302773659159435      -0.3851126114723062      -0.3498649190644998      -0.3210330387538486      -0.29634082490938635     -0.2749699621711241
0.6599999999999886        -0.8763039715743861      -0.7404374560418692      -0.623740479671808       -0.5316356942101711      -0.4612699709025202      -0.40674871258444084     -0.3639475351606529      -0.33058426461869833     -0.3033105346049419      -0.2799601820193399      -0.2597555384514865
0.6799999999999884        -0.8443250289199958      -0.7047313782692717      -0.5900164849618713      -0.5015729231967263      -0.43472358072196027     -0.3831484375497041      -0.3427394759085457      -0.31127475505912916     -0.28556739973321316     -0.26356449936380044     -0.24452997545146277
0.6999999999999882        -0.8090139547338642      -0.6675023622613969      -0.5556709540180249      -0.47125575920807994     -0.40805689352947255     -0.3594830529926379      -0.3214920743388119      -0.2919387311785843      -0.2678052561956061      -0.24715492598843528     -0.22929410188875948
0.719999999999988         -0.7705101074114001      -0.6288754742818679      -0.5207694488231495      -0.4407117098993319      -0.38128201787403426     -0.3357585763282626      -0.30020873805498033     -0.2725784007775852      -0.25002564252391113     -0.23073255744199755     -0.2140487117297763
0.7399999999999878        -0.728965445207621       -0.5889700471729354      -0.4853718732793761      -0.40996563796976626     -0.354410007103526       -0.3119805868793957      -0.2788926664147348      -0.2531958522661987      -0.23223002199200193     -0.21429844090111214     -0.19879456741031806
0.7599999999999876        -0.6845439265090415      -0.5479000331886826      -0.44953302298737197     -0.37904007822048025     -0.3274509889101394      -0.28815427667217997     -0.25754687303915846     -0.23379306710118516     -0.21441979021832275     -0.19785357991005986     -0.18353240283179448
0.7799999999999874        -0.6374208627556096      -0.5057743692456474      -0.41330309391867487     -0.3479555209405986      -0.30041428064662934     -0.26428449610489524     -0.2361742063198757      -0.2143719311897664      -0.19659628217621003     -0.1813989387762282      -0.16826292615580693
0.7999999999999872        -0.587782226566551       -0.46269735126427475     -0.376728155148176       -0.3167306661365964      -0.2733084923082099      -0.2403757951338161      -0.2147773681552651      -0.19493424537669635     -0.17876077867708776     -0.16493544665797089     -0.15298682241799177
0.819999999999987         -0.5358239178006253      -0.41876901492594876     -0.3398505901752863      -0.2853826523738734      -0.2461416187806955      -0.2164324605342528      -0.19335893112144784     -0.17548173511919307     -0.1609145123852564      -0.14846400137830673     -0.13770475598025997
0.8399999999999868        -0.48175099044719005     -0.3740855207177265      -0.3027095108200912      -0.25392726343683386     -0.21892112272951733     -0.19245854972672466     -0.1719213542628136      -0.15601605944422015     -0.1430586734177085      -0.13198547299509023     -0.12241737283909844
0.8599999999999866        -0.42577684339887284     -0.3287395415996549      -0.265341147226369       -0.22237911559232124     -0.191654009331028       -0.16845792160384698     -0.15046699766961508     -0.13653881927425063     -0.1251944145779791      -0.11550070715592757     -0.10712530280634576
0.8799999999999863        -0.36812237829909006     -0.28282065202291357     -0.22777921712891525     -0.19075182792871612     -0.16434689391501733     -0.1444342647501572      -0.1289981359960176      -0.117051565200725       -0.10732285626934676     -0.09901052826412869     -0.09182916157779249
0.8999999999999861        -0.30901512778743756     -0.23641571736267922     -0.1900552772403309      -0.15905817801354452     -0.13700606348625652     -0.12039112341254697     -0.10751697106040385     -0.09755580477869268     -0.08944509112962562     -0.08251574248032188     -0.07652955270405885
0.9199999999999859        -0.24868835758268518     -0.1896092831161746      -0.15219905937412437     -0.12731024494575277     -0.10963753301594548     -0.09633192155149535     -0.08602564366028946     -0.07805300941142514     -0.0715621884272463      -0.06601714058297208     -0.061227069477449526
0.9399999999999857        -0.18738014594625624     -0.1424839634600093      -0.1142387937380797      -0.09551954175905432     -0.08224709733560909     -0.07225998528155654     -0.06452624472655742     -0.05854462088994851     -0.05367519825623099     -0.04951550070989875     -0.04592229674785904
0.9599999999999855        -0.1253324441582311      -0.09512082896575051     -0.0762015216956696      -0.06369713904777811     -0.05484037942206365     -0.0481785639925104      -0.04302082593560262     -0.03903205764934856     -0.035785155565975224    -0.03301159100195536     -0.030615812680289057
0.9799999999999853        -0.0627901217127639      -0.04759979344134153     -0.0381134001953558      -0.03185378162724073     -0.02742287582938448     -0.024090850429426734    -0.021511409893170682    -0.019516720801252295    -0.01789308406040149     -0.016506172169287663    -0.015308190466126229
1                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
