% Model:              heat_case2.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 29 2023, 20:04
% Dimension:          2
% Nodes:              3000
% Expressions:        26
% Description:        因变量 u
% Length unit:        m
% X                       Y                        u (K) @ t=0              u (K) @ t=0.2            u (K) @ t=0.4            u (K) @ t=0.6            u (K) @ t=0.8            u (K) @ t=1              u (K) @ t=1.2            u (K) @ t=1.4            u (K) @ t=1.6            u (K) @ t=1.8            u (K) @ t=2              u (K) @ t=2.2            u (K) @ t=2.4            u (K) @ t=2.6            u (K) @ t=2.8            u (K) @ t=3              u (K) @ t=3.2            u (K) @ t=3.4            u (K) @ t=3.6            u (K) @ t=3.8            u (K) @ t=4              u (K) @ t=4.2            u (K) @ t=4.4            u (K) @ t=4.6            u (K) @ t=4.8            u (K) @ t=5
0.07833333333333334       0.05                     -0.15299022448675004     -0.12604053041012928     -0.1039049644633717      -0.08510718422189961     -0.06946443067539602     -0.05647296105009407     -0.045850689976509686    -0.03730195873384836     -0.03017737741098577     -0.0244755255676115      -0.019900530047402845    -0.01612361532638864     -0.013085970056761407    -0.010631282879352154    -0.008630550083700965    -0.007027125005398286    -0.005725579011657271    -0.004666848119919046    -0.0038064569464944845   -0.0031112459370947173   -0.002546885564937821    -0.002089141459438049    -0.0017148495401579566   -0.0014071146839652778   -0.001154133936238461    -9.447774501805997E-4
0.08166666666666667       0.05                     -0.1429296450469384      -0.11770918190218262     -0.09703396740022052     -0.07947749655083697     -0.06486837390893149     -0.05273560859941152     -0.04281569647235223     -0.03483241408909267     -0.02817913272800935     -0.022854549315582715    -0.018582312473522444    -0.01505537418940086     -0.012218814721144612    -0.009926654416952518    -0.008058416342278735    -0.006561198768311294    -0.005345881333528077    -0.0043573055870714215   -0.0035539376883644593   -0.002904811672198945    -0.0023778693914262602   -0.0019504803607024665   -0.0016010136083613464   -0.0013136925706626712   -0.001077496002513709    -8.82031228587446E-4
0.085                     0.05                     -0.1264559412161077      -0.10409914556531409     -0.08581428813826131     -0.07028750968460454     -0.057367233762403644    -0.04663701716593932     -0.0378638364701384      -0.030803425678914913    -0.02491931732497025     -0.020210350724829698    -0.016432121544103076    -0.013313058104804801    -0.01080458282790943     -0.008777579462455505    -0.007125487983117461    -0.005801517805586086    -0.00472684618033491     -0.0038526896587240326   -0.0031423156414191796   -0.002568338380265028    -0.0021024066949177156   -0.0017245074336214392   -0.0014155114159487693   -0.001161467150629863    -9.526286520042177E-4    -7.798058148618737E-4
0.08833333333333333       0.05                     -0.10476008579863272     -0.08626826632957582     -0.07111561118048589     -0.05824805612111826     -0.04754036875999241     -0.0386476841275281      -0.03137689510023593     -0.025525600299623995    -0.020649234637005468    -0.016746822346287746    -0.013615805289166052    -0.011031089482736579    -0.008952408241957815    -0.007272744289088482    -0.005903776546820838    -0.004806724104975081    -0.003916259742995883    -0.003191953959027507    -0.002603365262776465    -0.002127798741259595    -0.0017417598508340582   -0.0014286642267990627   -0.001172660085454208    -9.62186616579578E-4     -7.89168159253914E-4     -6.459897045293174E-4
0.09166666666666666       0.05                     -0.0781285472145741      -0.06437398597974558     -0.053067840454001126    -0.04346580306113697     -0.035475107653033446    -0.028838820310097803    -0.02341285374471596     -0.019046221967481226    -0.01540722528447988     -0.012495114762537523    -0.010158723719925999    -0.00823003928890544     -0.006679002074146781    -0.00542573580522654     -0.004404319752069909    -0.0035858098999594985   -0.002921452366336994    -0.0023810759135762436   -0.0019419637304689218   -0.0015871803148583183   -0.0012991938474847925   -0.0010656293768909696   -8.746586485790409E-4    -7.176555976430976E-4    -5.885948710762713E-4    -4.817948561012878E-4
0.095                     0.05                     -0.04829080711417849     -0.039776880756665765    -0.03279070109298249     -0.02685733494470321     -0.021919530060869778    -0.017818614727356612    -0.014465585156896945    -0.011767178630548845    -0.009518472389265306    -0.00771899335475457     -0.006275332895091102    -0.005083647601861847    -0.004125354375271448    -0.0033510798383790223   -0.002720076221338411    -0.002214452555129215    -0.0018040760978740224   -0.001470300596950514    -0.0011990874987328288   -9.799715132709547E-4    -8.021193107353704E-4    -6.578846309755767E-4    -5.399590795357888E-4    -4.430132502184391E-4    -3.6332486702238796E-4   -2.973840586079856E-4
0.09833333333333333       0.05                     -0.0164956999334546      -0.013565503818093213    -0.011179993247845976    -0.009155349029578272    -0.007470987761357016    -0.006072199081532016    -0.0049286409676658595   -0.004008459016511631    -0.003241695189750057    -0.0026282018365162796   -0.0021361098355867627   -0.0017299863180921214   -0.0014034884186747462   -0.0011397595726066875   -9.248861033282086E-4    -7.52759364060391E-4     -6.130946733056021E-4    -4.995298908433152E-4    -4.0727630300867775E-4   -3.3276498336966455E-4   -2.7230229265205085E-4   -2.2328213691447758E-4   -1.8321370262054535E-4   -1.502814030171378E-4    -1.232177584317875E-4    -1.0082770729489637E-4
0.10166666666666667       0.05                     0.016482096607259474     0.013630605136094202     0.011245939542440568     0.009216113231252874     0.007524849056984207     0.006119758582262337     0.004970374561781964     0.004044958446888944     0.003273611524243285     0.0026561126626148063    0.002160508900919572     0.0017512407043721095    0.0014219420422252342    0.0011557224164213064    9.386459571721201E-4     7.645920431727932E-4     6.232456050448091E-4     5.082191086418453E-4     4.147006515365393E-4     3.391011148059054E-4     2.7770340273199903E-4    2.278819667552145E-4     1.8712700535485657E-4    1.536066850404244E-4     1.2604028289499997E-4    1.032199617689757E-4
0.105                     0.05                     0.048317726213852365     0.03988091978615811      0.032891800213887844     0.026948706713866188     0.02199952643931581      0.017888302637789746     0.01452588209155391      0.011819134576016056     0.009563180685926933     0.007757453636434467     0.0063084188452446       0.005112024164087828     0.0041496423495371556    0.0033718169594856035    0.0027377356212911264    0.0022294741542999963    0.001816833616744948     0.001481119090691306     0.0012082507878610964    9.87729437521795E-4      8.086837362817973E-4     6.634374750477249E-4     5.446532188168131E-4     4.4697781023937395E-4    3.666703710928473E-4     3.002031869877568E-4
0.10833333333333334       0.05                     0.07807906775175154      0.06441676586609307      0.053121333708048585     0.04351990543740398      0.0355257839482066       0.028885498146018276     0.023455013420747003     0.019083725454883044     0.015440476716041387     0.01252440688600915      0.010184417718010347     0.00825246797494072      0.006698479783596891     0.005442567830193559     0.004418805670186088     0.003598239160845828     0.0029320872725311846    0.0023901532253482365    0.0019496959127162435    0.0015937581918599641    0.001304782852938084     0.0010703736940284782    8.786817235503287E-4     7.210630672218064E-4     5.91477853729716E-4      4.842304724412229E-4
0.11166666666666666       0.05                     0.1047727868383793       0.0863741625130692       0.07122050374077839      0.05834391689890682      0.047624939589075314     0.03872173535216835      0.031441112837946865     0.025580890965014112     0.020696711292829142     0.016787492267592977     0.01365060035492733      0.011060754322109529     0.00897763984712553      0.007294149399886693     0.005921887947577623     0.004822033877151222     0.00392918183366722      0.0032028454070634595    0.0026125353683320897    0.002135517840533081     0.0017482551268132693    0.0014341292849808286    0.001177256047794036     9.66048423770578E-4      7.924105496120312E-4     6.487080858908908E-4
0.115                     0.05                     0.1264774941772517       0.10418791026796204      0.08590003464066699      0.07036503395489935      0.05743523452397008      0.046696236800465196     0.037914948928702626     0.030847243303649047     0.024956764477844853     0.02024227746840105      0.01645930859225169      0.01333612925265472      0.010824122219143124     0.008794090562467133     0.007139406975221193     0.0058132446768646645    0.0047367134627495965    0.0038609819361452545    0.003149277913929531     0.002574183740251288     0.0021073131990441457    0.0017286261862419572    0.0014189674797132445    0.001164364813734296     9.550563231439308E-4     7.818367288410128E-4
0.11833333333333333       0.05                     0.14283504555725307      0.11763873533186611      0.09698132405311238      0.07943795980738094      0.06483854220836117      0.05271330541682577      0.04279902230404505      0.03481982917864308      0.02816979830545447      0.022847592836422365     0.01857711998477015      0.015051559470382298     0.01221602239946242      0.009924623435391373     0.008056960958151251     0.0065601621362054       0.005345154596924861     0.004356807326554828     0.0035536060122027574    0.002904598449306875     0.0023777400280592573    0.0019504090086695325    0.0016009826632263089    0.001313689754200573     0.0010775122257644688    8.820603305910968E-4
0.12166666666666667       0.05                     0.15303257337356546      0.12600657903267176      0.1038719682443136       0.08507794285344249      0.06943940857235974      0.05645160198794642      0.04583253536823112      0.037286535366519095     0.03016427111548561      0.024464354620231398     0.019890987094142228     0.01611548587083419      0.013079055979327228     0.010625416927316082     0.008625587515532936     0.007022931261846357     0.005722040499709834     0.0046638665515943084    0.0038039470894027584    0.003109133332777438     0.0025451077318683324    0.0020876452506209324    0.0017135908245752463    0.0014060565659924074    0.001153245077600487     9.440318247535937E-4
0.125                     0.05                     0.15633235895208464      0.12868426128625185      0.10607324615874203      0.0868774142199451       0.07090578763717761      0.057641739698312586     0.046797242939451617     0.03807018836917171      0.03079718678489104      0.024976851962979274     0.02030703214482683      0.016452015028741697     0.0133517524334925       0.010846624201513024     0.008804893265266529     0.007168716664512573     0.005840658645896605     0.00476041854563603      0.0038825931034227107    0.003173333263934029     0.002597597546737872     0.0021306510343495648    0.001748851445885641     0.0014349564679432857    0.001176921815630942     9.63390251300367E-4
0.12833333333333333       0.05                     0.15303199461232964      0.125980413077201        0.10383982336174567      0.08504522212263838      0.06940838625904446      0.056422721751512216     0.045806196083952644     0.0372629184763765       0.030143212976501275     0.024445746360732285     0.01987465256963935      0.01610123009530703      0.013066688703433358     0.010614745432860563     0.008616418119323321     0.007015076447306714     0.005715330535768757     0.004658148633096533     0.003799084398419119     0.003105003213343269     0.0025416040812097787    0.002084675758659857     0.0017110766356241876    0.001403930342209065     0.0011514488386301885    9.425166079604856E-4
0.13166666666666665       0.05                     0.14283618925604163      0.11757900086881233      0.09691208501665342      0.07936930835490162      0.06477452691243508      0.052654494236240475     0.0427459307558892       0.034772588211375625     0.02812795667099075      0.022810805888073896     0.01854495161551761      0.01502357733193363      0.012191809653896497     0.009903773545938882     0.008039077087019739     0.006544863408549624     0.005332100748624196     0.004345694209506102     0.0035441627188439496    0.0028965830291417505    0.0023709440273757417    0.0019446515438401224    0.0015961097098747443    0.0013095700588904933    0.0010740329003427528    8.791261690208026E-4
0.135                     0.05                     0.12647542050191501      0.104084392813441        0.08578808567341316      0.0702577108976148       0.057337363453101024     0.04660797100830167      0.037836437989931124     0.03077817975576728      0.0248962166154362       0.020189463597579012     0.016413404813922554     0.013296408246857875     0.010789893157617223     0.008764711921443373     0.007114277721390975     0.005791795410226207     0.004718445382394495     0.0038454540028218264    0.0031361004062700794    0.002563010597258704     0.0020978481204719512    0.0017206130999222816    0.0014121894310182234    0.0011586375334441282    9.502216092348914E-4     7.777614410887914E-4
0.13833333333333334       0.05                     0.10477527351295457      0.08624197791084737      0.0710810901496711       0.05821211037815727      0.04750598647759513      0.03861542154312699      0.031347260083736075     0.025498823550670985     0.020625134778926142     0.01672529462203491      0.01359667998832216      0.011014191885087456     0.008937570225439347     0.007259788244193464     0.005892515111473969     0.004796971078323649     0.003907839744665839     0.003184705138282426     0.002597139740569931     0.0021224616779189783    0.001737192180126151     0.0014247606185918149    0.001169328707673443     9.593476786910692E-4     7.867520455361549E-4     6.439366633939462E-4
0.14166666666666666       0.05                     0.07808128475359631      0.0642775413075315       0.052975788779105554     0.043383048966673395     0.035402847427665564     0.028776063529831974     0.023358721371441776     0.018999722307943945     0.0153673366268427       0.012460897873810354     0.01012935581400156      0.008204898708783414     0.0066575106329855955    0.00540739871951563      0.004388707956695562     0.003572527205621138     0.0029101656030348587    0.0023714972364075274    0.0019338429858021737    0.0015802979090623155    0.0012933639663157816    0.0010606925178083967    8.70480815958136E-4      7.14123503023882E-4      5.856113987612048E-4     4.792784029106906E-4
0.145                     0.05                     0.048309317123093914     0.03974718528698075      0.03275301611475856      0.026818580676416466     0.02188277062563742      0.01778441120898514      0.014434429083068835     0.011739259891661481     0.009493540360763662     0.007696881484870958     0.006255809793137303     0.005066493651537722     0.004110362215539425     0.0033380428222393043    0.0027087866553748316    0.002204707675928657     0.0017956888962646631    0.0014631005852868365    0.001192920352497363     9.746975014875993E-4     7.976159961495448E-4     6.540442864265777E-4     5.366883946930453E-4     4.402315476127592E-4     3.609619994694682E-4     2.9538006803989103E-4
0.14833333333333334       0.05                     0.016497850056152938     0.013541140522299315     0.011147212263011429     0.009120538920335554     0.0074371320584471785    0.006040084146963917     0.004898951241046557     0.003981577238179707     0.003217512966150269     0.0026066798341458416    0.002117099494848495     0.001713295979253379     0.0013889298899570448    0.0011271330041263418    9.139834505466653E-4     7.433768828706453E-4     6.050441589980704E-4     4.926401698216558E-4     4.0139291128673144E-4    3.277485304984064E-4     2.6803118988106493E-4    2.1964984762597433E-4    1.8012841926381593E-4    1.4766413138221876E-4    1.210000947534683E-4     9.895147993036176E-5
0.15166666666666667       0.05                     -0.016497854742413536    -0.013643900349825027    -0.011266576315336105    -0.009239712091965517    -0.007549117985383505    -0.0061437661540981025   -0.004993305514643054    -0.00406623267758002     -0.00329310289514435     -0.0026736614563585928   -0.002176102293385278    -0.0017649806472021462   -0.001433942109816269    -0.0011661276972238046   -9.476227179045088E-4    -7.723061162346857E-4    -6.298531508065874E-4    -5.138630323898301E-4    -4.195102822744943E-4    -3.431932723171556E-4    -2.811799968464647E-4    -2.30832191482258E-4     -1.8962761062055888E-4   -1.5572355017776205E-4   -1.2783030245522067E-4   -1.0473135275700687E-4
0.155                     0.05                     -0.04830933199586741     -0.03984550617518624     -0.032867278120188415    -0.026932687937075962    -0.021989893629825667    -0.01788343187933984     -0.014524348951095865    -0.011819738572348476    -0.009565240534516916    -0.007760287582093394    -0.006311573043492208    -0.0051152756961714224   -0.004152803598550959    -0.003374782207581362    -0.002740460658675735    -0.0022319335609841803   -0.00181902755435481     -0.0014830585723675032   -0.0012099526905149905   -9.892134799794456E-4    -8.09971325064869E-4     -6.645498099267892E-4    -5.456111182882418E-4    -4.4780067305526825E-4   -3.6737573671430656E-4   -3.008067145916874E-4
0.15833333333333333       0.05                     -0.07808124030220445     -0.06436531020722601     -0.05307820915954357     -0.04348552802115154     -0.0354989852131134      -0.028864755458316904    -0.023439018473415837    -0.019071322386041575    -0.015430911692326379    -0.012516944236190373    -0.010178525508434016    -0.008247826396938083    -0.0066948023012826695   -0.005439643970842727    -0.004416482370134491    -0.0035963843965263133   -0.0029306044368837807   -0.0023889664873428603   -0.0019487447466548105   -0.0015929932358228164   -0.001304166065536032    -0.0010698747499696725   -8.782776307581272E-4    -7.207359413485485E-4    -5.912132109353149E-4    -4.840170105719384E-4
